Show Name,Publisher,Category,Y,Original,Episode Count,Ad Pricing,:40-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",Number of Ad Slots,Ads Host Red?,Episode Day,Primary Country,Episodes Per Week,Host,Gender Distribution,28-45,Average HHI,Hosting,Platforms
Talks Business Vision,Global Channel,Business & Finance,Y,Original,274,"$2,342",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Thomas Miller,M - 20%,25-45,$321k,Megaphone,"Apple, Spotify"
Hour Food Path,Next Syndicate,General,Y,Original,99,"$2,534",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Russia,1,Jessica Taylor,F - 13%,25-45,$71k,Megaphone,Spotify
World History Vision,Edge Broadcasts,General,Y,Original,100,"$1,931",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,John Martin,F - 46%,25-45,$348k,Megaphone,"Apple, Spotify"
Journey Education Sphere,Edge Group,General,Y,Original,267,"$3,133",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Argentina,1,Sarah Martin,F - 22%,25-45,$156k,Megaphone,"Apple, Spotify"
Insights Health Path,Edge Channel,Health & Wellness,Y,Original,289,"$1,908",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,William Thomas,F - 44%,25-45,$418k,Megaphone,Apple
Talks History Voyage,PRX,General,Y,Original,118,"$3,220",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Susan Martinez,F - 41%,25-45,$127k,Megaphone,Apple
Talks Tech Echo,Pulse Network,Technology,Y,Original,281,"$2,894",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,United Kingdom,1,James Harris,M - 49%,25-45,$285k,Megaphone,Spotify
Chronicles Travel Grid,Peak Collective,General,Y,Original,81,"$3,461",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Charles Robinson,F - 80%,25-45,$323k,Megaphone,Spotify
Talks Tech Scope,Peak Media,Technology,Y,Original,212,"$2,790",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Elizabeth Jones,F - 56%,25-45,$381k,Megaphone,Apple
Talks Health Wave,Next Syndicate,Health & Wellness,Y,Original,190,$741,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Richard Thompson,M - 76%,25-45,$366k,Megaphone,Spotify
Chronicles Tech Echo,Elite Broadcasts,Technology,Y,Original,181,"$1,676",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Charles Wilson,M - 79%,25-45,$222k,Megaphone,Spotify
Tales Travel Wave,Core Group,General,Y,Original,47,"$2,271",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Argentina,1,Susan Smith,F - 25%,25-45,$72k,Megaphone,"Apple, Spotify"
Hour History Path,Echo Collective,General,Y,Original,207,"$3,593",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Robert Taylor,F - 57%,25-45,$473k,Megaphone,Apple
Insights Health Scope,Peak Studios,Health & Wellness,Y,Original,186,"$2,767",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Charles White,M - 20%,25-45,$168k,Megaphone,Apple
Tales History Echo,Star Network,General,Y,Original,298,"$3,320",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,James Martinez,F - 78%,25-45,$321k,Megaphone,"Apple, Spotify"
Chronicles Entertainment Radar,Prime Broadcasts,Entertainment & Media,Y,Original,110,"$3,243",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Michael Thompson,F - 42%,25-45,$295k,Megaphone,Spotify
Daily Health Grid,Star Group,Health & Wellness,Y,Original,129,$992,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,James Anderson,F - 29%,25-45,$494k,Megaphone,Apple
Hour Business Quest,Edge Broadcasts,Business & Finance,Y,Original,148,"$2,573",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,William Williams,F - 28%,25-45,$359k,Megaphone,Spotify
Tales Travel Voyage,Prime Collective,General,Y,Original,88,"$1,694",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Richard White,F - 26%,25-45,$81k,Megaphone,Spotify
Chronicles Education Grid,Wondery,General,Y,Original,172,"$1,589",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,David Brown,M - 14%,25-45,$393k,Megaphone,Spotify
Stories Business Vision,Echo Syndicate,Business & Finance,Y,Original,202,"$1,688",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Linda Johnson,F - 63%,25-45,$158k,Megaphone,"Apple, Spotify"
Talks History Echo,Star Collective,General,Y,Original,38,$644,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Germany,1,James Smith,F - 59%,25-45,$204k,Megaphone,Spotify
Digest Education Echo,Pulse Group,General,Y,Original,104,$658,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,Thomas Jones,F - 45%,25-45,$105k,Megaphone,Apple
Daily History Voyage,Peak Group,General,Y,Original,294,"$2,366",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Jennifer Wilson,M - 46%,25-45,$318k,Megaphone,Spotify
Insights Science Echo,Echo Network,General,Y,Original,123,$547,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,David Taylor,M - 47%,25-45,$335k,Megaphone,Spotify
Talks Sports Path,Echo Syndicate,General,Y,Original,73,"$2,301",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Susan Johnson,F - 89%,25-45,$245k,Megaphone,Spotify
Daily Health Path,Quill,Health & Wellness,Y,Original,83,"$2,164",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Spain,1,John Anderson,M - 64%,25-45,$105k,Megaphone,"Apple, Spotify"
Digest Science Scope,Elite Productions,General,Y,Original,163,"$3,309",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,David White,F - 26%,25-45,$163k,Megaphone,"Apple, Spotify"
Insights Health Echo,Global Syndicate,Health & Wellness,Y,Original,102,"$2,775",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Elizabeth Martin,F - 84%,25-45,$248k,Megaphone,"Apple, Spotify"
Chronicles Entertainment Scope,Edge Syndicate,Entertainment & Media,Y,Original,134,"$3,321",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,Linda Brown,F - 88%,25-45,$150k,Megaphone,"Apple, Spotify"
Stories Food Scope,Prime Collective,General,Y,Original,232,"$1,121",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Karen Robinson,M - 44%,25-45,$103k,Megaphone,"Apple, Spotify"
Chronicles Travel Scope,Prime Broadcasts,General,Y,Original,84,"$1,491",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Brazil,1,Elizabeth Taylor,M - 20%,25-45,$449k,Megaphone,Spotify
Talks Business Grid,Elite Media,Business & Finance,Y,Original,266,"$1,917",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Joseph Miller,M - 53%,25-45,$174k,Megaphone,Spotify
Stories Health Sphere,Peak Media,Health & Wellness,Y,Original,53,"$1,901",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,David Jones,M - 56%,25-45,$452k,Megaphone,"Apple, Spotify"
Talks History Scope,Next Studios,General,Y,Original,33,"$3,358",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Joseph Thompson,M - 35%,25-45,$421k,Megaphone,"Apple, Spotify"
Tales Health Path,Echo Media,Health & Wellness,Y,Original,109,"$1,442",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,Robert Robinson,M - 49%,25-45,$408k,Megaphone,Apple
Journey Education Echo,Echo Productions,General,Y,Original,256,"$2,613",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Africa,1,John Miller,F - 30%,25-45,$221k,Megaphone,Apple
Chronicles Entertainment Path,Edge Casts,Entertainment & Media,Y,Original,235,"$1,404",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Barbara Jackson,F - 47%,25-45,$186k,Megaphone,"Apple, Spotify"
Hour Education Radar,Global Media,General,Y,Original,191,"$2,984",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Elizabeth Miller,M - 18%,25-45,$416k,Megaphone,"Apple, Spotify"
Chronicles Tech Voyage,Peak Productions,Technology,Y,Original,23,"$2,485",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Brazil,1,Linda Miller,M - 17%,25-45,$455k,Megaphone,Spotify
Digest Business Vision,Prime Network,Business & Finance,Y,Original,13,"$3,358",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Michael Miller,M - 59%,25-45,$444k,Megaphone,Spotify
Daily Entertainment Voyage,Peak Broadcasts,Entertainment & Media,Y,Original,177,"$2,382",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Argentina,1,Richard Wilson,M - 15%,25-45,$494k,Megaphone,Apple
Hour Business Grid,Global Syndicate,Business & Finance,Y,Original,56,"$1,052",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Turkey,1,William Jones,F - 13%,25-45,$110k,Megaphone,Spotify
Journey Tech Scope,Next Studios,Technology,Y,Original,111,"$1,025",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Argentina,1,Robert Moore,F - 38%,25-45,$460k,Megaphone,Apple
World Education Quest,Elite Syndicate,General,Y,Original,160,"$2,556",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Karen Martinez,M - 36%,25-45,$314k,Megaphone,Spotify
Hour Sports Grid,Global Channel,General,Y,Original,210,"$2,678",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Japan,1,Barbara Jones,M - 81%,25-45,$393k,Megaphone,Apple
Chronicles Travel Vision,Star Channel,General,Y,Original,44,"$2,001",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,France,1,Richard White,M - 74%,25-45,$111k,Megaphone,Apple
Stories Sports Grid,Elite Group,General,Y,Original,201,$562,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Argentina,1,Linda Wilson,M - 78%,25-45,$158k,Megaphone,"Apple, Spotify"
Tales Food Sphere,Elite Syndicate,General,Y,Original,189,"$2,566",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Argentina,1,Susan Jackson,F - 33%,25-45,$74k,Megaphone,"Apple, Spotify"
Daily Education Quest,Pulse Casts,General,Y,Original,288,"$3,371",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,John Thompson,M - 12%,25-45,$431k,Megaphone,Apple
Chronicles Travel Wave,Next Collective,General,Y,Original,45,"$1,319",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Japan,1,Linda Garcia,F - 10%,25-45,$128k,Megaphone,Spotify
Digest Food Grid,Next Syndicate,General,Y,Original,206,"$2,641",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Africa,1,Susan Anderson,F - 34%,25-45,$189k,Megaphone,"Apple, Spotify"
Journey Business Sphere,Pulse Casts,Business & Finance,Y,Original,291,"$3,847",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Italy,1,Patricia Robinson,M - 42%,25-45,$446k,Megaphone,"Apple, Spotify"
World Health Echo,Elite Group,Health & Wellness,Y,Original,118,"$3,404",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,United Kingdom,1,Elizabeth Martinez,F - 63%,25-45,$166k,Megaphone,Spotify
Talks Health Sphere,Global Network,Health & Wellness,Y,Original,19,"$1,135",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Jennifer Jones,M - 38%,25-45,$241k,Megaphone,"Apple, Spotify"
Journey Tech Grid,Core Group,Technology,Y,Original,167,"$1,161",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Nigeria,1,Sarah Davis,F - 67%,25-45,$89k,Megaphone,Apple
Digest Science Path,Core Studios,General,Y,Original,192,"$2,305",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Egypt,1,James Jackson,F - 33%,25-45,$172k,Megaphone,Spotify
Insights Education Echo,Pulse Group,General,Y,Original,37,"$1,399",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Robert Moore,F - 77%,25-45,$351k,Megaphone,"Apple, Spotify"
Daily Health Voyage,Core Productions,Health & Wellness,Y,Original,11,"$1,834",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Turkey,1,Thomas Brown,F - 49%,25-45,$167k,Megaphone,Spotify
Daily Health Sphere,Next Syndicate,Health & Wellness,Y,Original,210,"$2,267",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Jessica Johnson,M - 50%,25-45,$181k,Megaphone,"Apple, Spotify"
Tales Science Radar,Echo Casts,General,Y,Original,114,"$1,425",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Brazil,1,Linda Thomas,F - 78%,25-45,$432k,Megaphone,Apple
Stories Food Wave,Prime Network,General,Y,Original,194,"$2,705",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,Patricia Martinez,F - 77%,25-45,$296k,Megaphone,Apple
Talks Food Scope,Core Group,General,Y,Original,121,"$2,278",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,William Thomas,F - 32%,25-45,$153k,Megaphone,Apple
Digest Tech Scope,Elite Syndicate,Technology,Y,Original,43,"$2,390",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Robert Harris,M - 51%,25-45,$226k,Megaphone,"Apple, Spotify"
Journey Sports Scope,Star Media,General,Y,Original,27,"$3,114",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Thomas Moore,M - 71%,25-45,$298k,Megaphone,Apple
Insights History Sphere,Edge Network,General,Y,Original,256,"$3,679",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,Patricia Anderson,M - 27%,25-45,$258k,Megaphone,"Apple, Spotify"
Daily Entertainment Radar,Echo Studios,Entertainment & Media,Y,Original,255,"$2,019",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,France,1,Elizabeth Jackson,F - 74%,25-45,$196k,Megaphone,"Apple, Spotify"
Tales Health Grid,Edge Broadcasts,Health & Wellness,Y,Original,246,"$2,940",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Jennifer Smith,M - 82%,25-45,$92k,Megaphone,"Apple, Spotify"
Chronicles Science Grid,Next Broadcasts,General,Y,Original,191,"$2,851",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Africa,1,Richard Garcia,F - 17%,25-45,$462k,Megaphone,"Apple, Spotify"
Hour Travel Quest,Pulse Group,General,Y,Original,88,$706,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Sarah Miller,F - 14%,25-45,$305k,Megaphone,Spotify
Chronicles Science Radar,Peak Productions,General,Y,Original,295,"$3,617",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Patricia Garcia,M - 49%,25-45,$406k,Megaphone,Spotify
Talks Business Radar,Core Media,Business & Finance,Y,Original,263,"$1,834",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,David White,F - 55%,25-45,$462k,Megaphone,"Apple, Spotify"
Hour Business Voyage,Peak Network,Business & Finance,Y,Original,79,"$1,378",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,United Kingdom,1,Jessica Anderson,F - 28%,25-45,$242k,Megaphone,Spotify
Daily Food Sphere,Star Network,General,Y,Original,122,"$2,519",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,William Martinez,M - 40%,25-45,$104k,Megaphone,Apple
Daily Science Radar,Prime Broadcasts,General,Y,Original,64,"$1,133",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,David Johnson,F - 16%,25-45,$143k,Megaphone,Spotify
Digest Health Quest,Next Channel,Health & Wellness,Y,Original,14,"$2,044",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,William Johnson,M - 80%,25-45,$397k,Megaphone,Apple
Journey Entertainment Quest,Global Media,Entertainment & Media,Y,Original,36,"$2,501",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,Robert Harris,M - 61%,25-45,$216k,Megaphone,Apple
Hour Sports Sphere,Core Group,General,Y,Original,167,"$3,173",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Argentina,1,Jessica Anderson,F - 89%,25-45,$351k,Megaphone,"Apple, Spotify"
Daily Entertainment Sphere,Edge Casts,Entertainment & Media,Y,Original,173,"$2,437",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,United Kingdom,1,Charles Anderson,M - 52%,25-45,$258k,Megaphone,Spotify
Digest Entertainment Wave,Star Broadcasts,Entertainment & Media,Y,Original,206,"$2,293",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Susan Garcia,M - 57%,25-45,$118k,Megaphone,Apple
Talks Entertainment Vision,Global Collective,Entertainment & Media,Y,Original,296,"$3,488",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Patricia Moore,F - 37%,25-45,$268k,Megaphone,"Apple, Spotify"
Talks Food Echo,Pulse Network,General,Y,Original,263,"$1,056",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Turkey,1,Linda Martin,F - 78%,25-45,$83k,Megaphone,Apple
Insights Travel Radar,Star Group,General,Y,Original,92,"$2,513",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Linda Jones,F - 42%,25-45,$493k,Megaphone,"Apple, Spotify"
Journey History Scope,Pulse Media,General,Y,Original,95,"$3,182",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Richard Williams,F - 33%,25-45,$249k,Megaphone,Spotify
Chronicles Travel Echo,Gimlet Media,General,Y,Original,216,"$3,530",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,Linda Thompson,M - 88%,25-45,$320k,Megaphone,"Apple, Spotify"
Tales Entertainment Path,Pulse Syndicate,Entertainment & Media,Y,Original,186,"$2,130",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Michael Davis,F - 54%,25-45,$474k,Megaphone,Apple
Digest History Sphere,Next Productions,General,Y,Original,24,"$1,038",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Canada,1,Thomas Taylor,M - 81%,25-45,$181k,Megaphone,Spotify
World Entertainment Voyage,Echo Group,Entertainment & Media,Y,Original,275,$970,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Elizabeth White,M - 79%,25-45,$294k,Megaphone,"Apple, Spotify"
Daily Tech Sphere,Next Network,Technology,Y,Original,229,"$2,196",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,Susan Jones,M - 41%,25-45,$475k,Megaphone,Apple
Daily Science Sphere,Pulse Syndicate,General,Y,Original,158,"$1,707",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Patricia Robinson,F - 42%,25-45,$254k,Megaphone,Spotify
Stories Education Vision,Elite Network,General,Y,Original,281,"$1,702",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,David Williams,F - 37%,25-45,$401k,Megaphone,Apple
Hour Travel Echo,Next Syndicate,General,Y,Original,157,"$3,196",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,Jennifer Wilson,F - 71%,25-45,$59k,Megaphone,Apple
Digest Entertainment Radar,Elite Collective,Entertainment & Media,Y,Original,288,"$2,430",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,John Harris,F - 19%,25-45,$165k,Megaphone,Apple
Journey Business Scope,Elite Broadcasts,Business & Finance,Y,Original,128,"$1,634",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Charles Garcia,F - 59%,25-45,$79k,Megaphone,Apple
Journey Food Echo,Pulse Channel,General,Y,Original,127,"$1,982",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Richard Martin,M - 62%,25-45,$440k,Megaphone,"Apple, Spotify"
Journey Education Radar,PRX,General,Y,Original,228,"$2,184",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Brazil,1,Elizabeth Williams,F - 43%,25-45,$240k,Megaphone,Spotify
Chronicles Entertainment Vision,Echo Group,Entertainment & Media,Y,Original,47,"$2,828",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Africa,1,Charles Harris,M - 71%,25-45,$489k,Megaphone,"Apple, Spotify"
Digest Education Path,Pulse Syndicate,General,Y,Original,67,"$3,188",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,James Jackson,M - 54%,25-45,$209k,Megaphone,"Apple, Spotify"
Daily History Echo,Core Syndicate,General,Y,Original,256,"$2,486",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Joseph Thomas,F - 27%,25-45,$381k,Megaphone,"Apple, Spotify"
Digest History Grid,Quill,General,Y,Original,32,"$2,542",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Thomas Johnson,F - 77%,25-45,$126k,Megaphone,Spotify
Stories Science Radar,Core Network,General,Y,Original,67,"$2,692",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,Barbara Martin,M - 69%,25-45,$303k,Megaphone,Apple
Chronicles Health Wave,Next Network,Health & Wellness,Y,Original,181,"$1,028",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,Karen Williams,M - 48%,25-45,$87k,Megaphone,Apple
Insights History Echo,Next Group,General,Y,Original,70,"$2,669",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,James Johnson,F - 40%,25-45,$488k,Megaphone,Spotify
Insights Entertainment Scope,Echo Casts,Entertainment & Media,Y,Original,45,"$1,414",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,Richard Brown,M - 50%,25-45,$123k,Megaphone,Spotify
Journey Science Radar,Next Channel,General,Y,Original,221,"$3,133",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Patricia Taylor,F - 74%,25-45,$151k,Megaphone,Apple
Daily Travel Sphere,Prime Broadcasts,General,Y,Original,131,$596,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Sarah Thompson,F - 45%,25-45,$225k,Megaphone,"Apple, Spotify"
Insights Health Quest,Elite Broadcasts,Health & Wellness,Y,Original,97,"$1,031",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Africa,1,Susan Davis,F - 66%,25-45,$133k,Megaphone,"Apple, Spotify"
World Education Echo,Prime Network,General,Y,Original,37,$941,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Susan Williams,F - 38%,25-45,$475k,Megaphone,Spotify
Insights Entertainment Vision,Prime Casts,Entertainment & Media,Y,Original,181,"$2,255",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Patricia Martinez,M - 67%,25-45,$89k,Megaphone,"Apple, Spotify"
Daily Business Echo,Prime Studios,Business & Finance,Y,Original,179,"$1,935",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Karen Thompson,F - 55%,25-45,$355k,Megaphone,"Apple, Spotify"
